id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,is_default,is_fully_paid,income_category,loan_to_income_ratio,credit_age_years,credit_age_category,risk_category,issue_year,issue_month,issue_quarter,issue_season,int_rate_category
68376848,18000.0,, 36 months,7.91,563.31,A,A5,MECHANIC,10+ years,MORTGAGE,80000.0,Not Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,PA,15.56,0.0,2002-11-01,,5.0,0.0,20724.0,82.6,6.0,w,0.0,0.0,13499.66,13499.66,11521.3,1978.36,2018-01-01,,,2019-03-01,0,0,Moyen,0.225,13.08145106091718,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68537213,35000.0,, 36 months,9.17,1115.77,B,B2,DIRECTOR,1 year,RENT,105000.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,FL,25.07,0.0,1995-06-01,,11.0,0.0,92939.0,85.0,26.0,w,0.0,0.0,37242.44,37242.44,35000.0,2242.44,2016-10-01,,,2016-10-01,0,0,Élevé,0.3333333333333333,20.501026694045173,20+ ans,Risque modéré,2015,12,4,Hiver,5-10%
68393340,13150.0,, 36 months,5.32,396.01,A,A1,PARAPROFESSIONAL,1 year,RENT,40000.0,Not Verified,2015-12-01,Fully Paid,major_purchase,Major purchase,TX,20.25,0.0,2001-05-01,,13.0,0.0,11221.0,20.1,17.0,w,0.0,0.0,14233.381267333,14233.38,13150.0,1083.38,2018-09-01,,,2018-09-01,0,0,Faible,0.32875,14.584531143052704,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68486949,5600.0,, 36 months,9.17,178.53,B,B2,BUSINESS COORDINATOR III,8 years,RENT,48000.0,Source Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,TX,19.85,0.0,1995-07-01,,8.0,0.0,12503.0,64.8,68.0,w,0.0,0.0,6067.3937075984,6067.39,5600.0,467.39,2017-02-01,,,2019-03-01,0,0,Faible,0.1166666666666666,20.418891170431213,20+ ans,Risque modéré,2015,12,4,Hiver,5-10%
68341730,23000.0,, 36 months,9.8,739.99,B,B3,FEEDER DRIVER,9 years,MORTGAGE,90247.0,Not Verified,2015-12-01,Fully Paid,credit_card,Debt consolidation,VA,17.09,0.0,2000-05-01,,11.0,0.0,21039.0,41.3,25.0,w,0.0,0.0,26429.036435322203,26429.04,23000.0,3429.04,2018-04-01,,,2019-03-01,0,0,Moyen,0.2548561171008454,15.58384668035592,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
66405419,12600.0,, 60 months,14.85,298.77,C,C5,VP OF OPERATIONS,1 year,MORTGAGE,175000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Debt consolidation,MD,11.75,0.0,1989-08-01,,14.0,1.0,16659.0,47.5,25.0,w,0.0,0.0,13031.39,13031.39,12600.0,431.39,2016-03-01,,,2017-09-01,0,0,Élevé,0.072,26.33264887063655,20+ ans,Risque moyen,2015,12,4,Hiver,10-15%
68407153,11000.0,, 36 months,16.59,389.94,D,D2,TEACHER,8 years,MORTGAGE,55000.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,IL,16.85,0.0,2000-10-01,,6.0,0.0,5739.0,61.1,14.0,w,0.0,0.0,13579.4638809341,13579.46,11000.0,2579.46,2017-12-01,,,2019-03-01,0,0,Faible,0.2,15.16495550992471,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
67889874,4000.0,, 36 months,11.99,132.84,C,C1,SECREATARY 1,3 years,RENT,41501.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,NY,12.9,0.0,2005-11-01,,8.0,0.0,8485.0,36.3,12.0,w,0.0,0.0,4742.9995825486,4743.0,4000.0,743.0,2018-06-01,,,2019-03-01,0,0,Faible,0.0963832196814534,10.080766598220396,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68341663,20000.0,, 60 months,13.44,459.58,C,C3,ADMINISTRATIVE MANAGER,9 years,MORTGAGE,75000.0,Not Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,MT,20.67,0.0,2004-02-01,,16.0,0.0,18818.0,48.8,54.0,w,8917.39,8917.39,17426.71,17426.71,11082.61,6344.1,2019-02-01,,2019-04-01,2019-03-01,0,0,Moyen,0.2666666666666666,11.83025325119781,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68547380,20000.0,, 36 months,11.48,659.33,B,B5,GENERAL MANAGER,5 years,RENT,60000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,VA,22.62,0.0,2000-12-01,,10.0,0.0,29929.0,61.5,20.0,w,0.0,0.0,23657.70147472569,23657.7,20000.0,3657.7,2018-09-01,,,2019-03-01,0,0,Faible,0.3333333333333333,14.99794661190965,10-20 ans,Risque modéré,2015,12,4,Hiver,10-15%
68516174,10000.0,, 36 months,9.17,318.79,B,B2,ANALYST,10+ years,MORTGAGE,59307.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,OH,32.7,1.0,1996-10-01,,17.0,0.0,24399.0,59.5,30.0,w,0.0,0.0,11502.4972223944,11502.5,10000.0,1502.5,2018-12-01,,,2018-12-01,0,0,Faible,0.168614160217175,19.16495550992471,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
68436774,18850.0,, 36 months,21.48,714.83,E,E5,SOCIAL WORKER,< 1 year,MORTGAGE,55000.0,Not Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,NV,15.56,0.0,1997-06-01,,11.0,0.0,6069.0,38.4,26.0,f,0.0,0.0,4304.22,4304.22,2323.07,1909.67,2016-08-01,,,2017-07-01,0,0,Faible,0.3427272727272727,18.49965776865161,10-20 ans,Risque très élevé,2015,12,4,Hiver,20-30%
67327688,21000.0,, 60 months,11.99,467.03,C,C1,RESEARCH SCIENTIST,10+ years,MORTGAGE,82000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,NY,15.07,0.0,1989-09-01,,18.0,0.0,27092.0,35.0,34.0,w,0.0,0.0,22353.07,22353.07,21000.0,1353.07,2016-07-01,,,2018-08-01,0,0,Moyen,0.2560975609756097,26.24777549623545,20+ ans,Risque moyen,2015,12,4,Hiver,10-15%
68547369,10500.0,, 36 months,8.49,331.42,B,B1,STRATEGIC ACCOUNT MANAGER,4 years,MORTGAGE,60000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,WV,15.39,1.0,1998-05-01,,13.0,1.0,10760.0,62.6,19.0,w,0.0,0.0,11737.5013592962,11737.5,10500.0,1237.5,2017-12-01,,,2019-03-01,0,0,Faible,0.175,17.585215605749486,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
68466869,4575.0,, 36 months,17.27,163.73,D,D3,2ND PRESSMAN,5 years,RENT,56000.0,Not Verified,2015-12-01,Charged Off,house,Home buying,NJ,10.03,1.0,2001-05-01,,12.0,0.0,2380.0,27.0,17.0,w,0.0,0.0,1659.25,1659.25,1044.77,614.48,2016-11-01,,,2017-09-01,0,0,Faible,0.0816964285714285,14.584531143052704,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68496812,5000.0,, 36 months,11.48,164.84,B,B5,DIRECT SUPPORT PROFESSIONAL,1 year,RENT,17000.0,Source Verified,2015-12-01,Fully Paid,other,Other,NH,27.9,0.0,2011-08-01,,8.0,0.0,6378.0,44.3,11.0,w,0.0,0.0,5852.441509866,5852.44,5000.0,852.44,2018-03-01,,,2018-03-01,0,0,Très faible,0.2941176470588235,4.334017796030117,2-5 ans,Risque modéré,2015,12,4,Hiver,10-15%
68436907,8000.0,, 36 months,6.99,246.99,A,A3,TEACHER,10+ years,MORTGAGE,45000.0,Not Verified,2015-12-01,Fully Paid,home_improvement,Home improvement,RI,15.15,0.0,2002-09-01,,12.0,0.0,5890.0,23.7,26.0,f,0.0,0.0,8890.6603065945,8890.66,8000.0,890.66,2019-01-01,,,2019-01-01,0,0,Faible,0.1777777777777777,13.24845995893224,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68496925,5000.0,, 36 months,11.99,166.05,C,C1,DENTAL ASSISTANT,1 year,RENT,30000.0,Source Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,MD,9.16,0.0,2005-04-01,,12.0,2.0,5426.0,28.3,15.0,w,0.0,0.0,5320.27,5320.27,4193.7,945.52,2018-08-01,,,2019-03-01,0,0,Très faible,0.1666666666666666,10.666666666666666,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68476567,9075.0,, 36 months,5.32,273.3,A,A1,ADVANCED ANALYST,10+ years,MORTGAGE,40000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,MT,8.39,0.0,1984-09-01,,15.0,0.0,12854.0,16.3,26.0,w,0.0,0.0,9723.3786867047,9723.38,9075.0,648.38,2017-11-01,,,2019-03-01,0,0,Faible,0.226875,31.247091033538677,20+ ans,Faible risque,2015,12,4,Hiver,5-10%
68547291,24000.0,, 60 months,12.88,544.61,C,C2,SPEECH LANGUAGE PATHOLOGIST,2 years,MORTGAGE,75181.21,Not Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,VA,31.57,0.0,2000-02-01,,13.0,0.0,17497.0,44.4,37.0,w,10620.82,10620.82,20772.46,20772.46,13379.18,7393.28,2019-03-01,,2019-04-01,2019-03-01,0,0,Moyen,0.3192287008948113,15.83025325119781,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68616851,12500.0,, 36 months,7.49,388.78,A,A4,MANAGER,10+ years,RENT,52000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,CA,6.83,0.0,2004-04-01,,5.0,0.0,10009.0,80.7,7.0,w,0.0,0.0,13622.938867681,13622.94,12500.0,1122.94,2017-07-01,,,2019-03-01,0,0,Faible,0.2403846153846154,11.665982203969884,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68375498,19600.0,, 60 months,15.77,474.25,D,D1,SALES REPRESENTATIVE,8 years,MORTGAGE,80000.0,Source Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,NH,18.99,0.0,2003-10-01,,15.0,0.0,11038.0,81.1,26.0,w,0.0,0.0,15201.89,15201.89,7248.65,6073.27,2018-06-01,,,2018-11-01,0,0,Moyen,0.245,12.16700889801506,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68466830,35000.0,, 36 months,13.99,1196.05,C,C4,TRUCK DRIVER,2 years,MORTGAGE,90000.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,FL,10.97,0.0,2012-05-01,,5.0,0.0,2193.0,12.3,7.0,w,0.0,0.0,43771.293523155895,43771.29,35000.0,8771.29,2018-12-01,,,2018-12-01,0,0,Moyen,0.3888888888888889,3.583846680355921,2-5 ans,Risque moyen,2015,12,4,Hiver,10-15%
68593616,28000.0,, 60 months,8.49,574.33,B,B1,CLIENT SERVICE MANAGER,1 year,MORTGAGE,75000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,GA,24.83,0.0,2004-01-01,,16.0,0.0,18002.0,72.0,23.0,w,0.0,0.0,32339.7724681812,32339.77,28000.0,4339.77,2018-04-01,,,2018-07-01,0,0,Moyen,0.3733333333333333,11.915126625598903,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
68547492,14000.0,, 60 months,15.77,338.75,D,D1,BUSINESS SYSTEMS ANALYST,1 year,RENT,45500.0,Not Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,TX,19.24,0.0,1981-06-01,,10.0,0.0,6297.0,25.9,12.0,w,0.0,0.0,8888.09,8888.09,4545.51,3892.58,2018-02-01,,,2019-03-01,0,0,Faible,0.3076923076923077,34.49965776865161,20+ ans,Risque élevé,2015,12,4,Hiver,15-20%
68547446,16000.0,, 36 months,9.8,514.78,B,B3,TEACHER,10+ years,MORTGAGE,99906.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,NY,6.97,0.0,1993-07-01,,10.0,1.0,12632.0,69.8,26.0,f,0.0,0.0,18510.0466467427,18510.05,16000.0,2510.05,2019-01-01,,,2019-02-01,0,0,Moyen,0.1601505415090184,22.417522245037645,20+ ans,Risque modéré,2015,12,4,Hiver,5-10%
68537494,14000.0,, 36 months,5.32,421.61,A,A1,SENIOR BRAND MANAGER,4 years,RENT,120000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,CA,6.73,0.0,1999-11-01,,13.0,0.0,15686.0,16.9,20.0,w,0.0,0.0,14937.2390231814,14937.24,14000.0,937.24,2018-07-01,,,2018-09-01,0,0,Élevé,0.1166666666666666,16.082135523613964,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68366933,24000.0,, 36 months,8.49,757.51,B,B1,NUTRITIONIST,8 years,MORTGAGE,72000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,TX,22.8,0.0,1997-08-01,,16.0,0.0,20014.0,34.3,52.0,w,0.0,0.0,27064.651232999,27064.65,24000.0,3064.65,2018-05-01,,,2019-03-01,0,0,Moyen,0.3333333333333333,18.33264887063655,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
66574010,35000.0,, 36 months,13.99,1196.05,C,C4,RRT,6 years,OWN,75000.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,FL,18.19,0.0,2002-09-01,,17.0,0.0,22755.0,69.6,32.0,w,0.0,0.0,36128.45,36128.45,35000.0,1128.45,2016-04-01,,,2017-09-01,0,0,Moyen,0.4666666666666667,13.24845995893224,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68565380,14550.0,, 60 months,15.77,352.06,D,D1,ADMINISTRATIVE ASSISTANT,10+ years,MORTGAGE,70000.0,Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,FL,34.44,0.0,1977-09-01,,13.0,0.0,138287.0,83.0,27.0,w,6687.85,6687.85,13346.41,13346.41,7862.15,5484.26,2019-02-01,,2019-04-01,2019-03-01,0,0,Moyen,0.2078571428571428,38.247775496235455,20+ ans,Risque élevé,2015,12,4,Hiver,15-20%
68446530,8000.0,, 36 months,11.48,263.74,B,B5,VALUED ASSOCIATE,< 1 year,RENT,21610.0,Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,TN,31.06,0.0,2009-12-01,,9.0,0.0,8898.0,48.4,10.0,w,0.0,0.0,9155.9625883882,9155.96,8000.0,1155.96,2017-08-01,,,2019-02-01,0,0,Très faible,0.3701989819527996,5.9986310746064335,5-10 ans,Risque modéré,2015,12,4,Hiver,10-15%
68375365,32400.0,, 60 months,9.8,685.23,B,B3,PROJECT MANAGER,10+ years,MORTGAGE,106284.0,Source Verified,2015-12-01,Current,credit_card,Credit card refinancing,TX,24.11,0.0,1989-10-01,,33.0,0.0,90930.0,52.8,38.0,w,13746.6,13746.6,26038.74,26038.74,18653.4,7385.34,2019-03-01,,2019-04-01,2019-03-01,0,0,Élevé,0.304843626510105,26.16563997262149,20+ ans,Risque modéré,2015,12,4,Hiver,5-10%
68366859,3600.0,, 36 months,13.44,122.07,C,C3,GRADUATE STUDENT,1 year,RENT,25000.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,PA,26.45,0.0,2007-06-01,,23.0,0.0,4419.0,30.7,39.0,w,0.0,0.0,4280.1895470053005,4280.19,3600.0,680.19,2017-12-01,,,2018-07-01,0,0,Très faible,0.144,8.501026694045175,5-10 ans,Risque moyen,2015,12,4,Hiver,10-15%
68563427,10500.0,, 36 months,13.99,358.82,C,C4,SW,10+ years,MORTGAGE,110000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,CA,30.73,1.0,1998-07-01,,19.0,0.0,28822.0,81.2,38.0,w,0.0,0.0,11399.8,11399.8,10500.0,899.8,2016-09-01,,,2019-03-01,0,0,Élevé,0.0954545454545454,17.418206707734427,10-20 ans,Risque moyen,2015,12,4,Hiver,10-15%
68607018,3000.0,, 36 months,11.48,98.9,B,B5,TECHNICIAN,10+ years,MORTGAGE,105000.0,Verified,2015-12-01,Fully Paid,home_improvement,Home improvement,CA,12.09,0.0,1994-07-01,,11.0,0.0,5560.0,57.9,22.0,w,0.0,0.0,3555.1248427503,3555.12,3000.0,555.12,2018-12-01,,,2018-12-01,0,0,Élevé,0.0285714285714285,21.418206707734427,20+ ans,Risque modéré,2015,12,4,Hiver,10-15%
68485643,16000.0,, 36 months,14.85,553.48,C,C5,NURSE,2 years,RENT,43000.0,Source Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,NY,17.11,0.0,2010-09-01,,13.0,0.0,10130.0,51.2,16.0,f,0.0,0.0,19924.2992667584,19924.3,16000.0,3924.3,2019-01-01,,,2019-02-01,0,0,Faible,0.3720930232558139,5.248459958932238,5-10 ans,Risque moyen,2015,12,4,Hiver,10-15%
68526838,8000.0,, 36 months,7.49,248.82,A,A4,TEACHER,10+ years,MORTGAGE,57000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,PA,25.01,0.0,2000-03-01,,19.0,0.0,15916.0,41.1,31.0,w,0.0,0.0,8973.886928836,8973.89,8000.0,973.89,2019-01-01,,,2019-01-01,0,0,Faible,0.1403508771929824,15.75085557837098,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68577637,19500.0,, 36 months,7.49,606.49,A,A4,PRODUCER,< 1 year,RENT,85000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,CA,13.74,0.0,2001-08-01,,8.0,0.0,18662.0,70.7,20.0,w,0.0,0.0,21816.261204673,21816.26,19500.0,2316.26,2019-01-01,,,2019-01-01,0,0,Moyen,0.2294117647058823,14.33264887063655,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68537513,2000.0,, 36 months,8.49,63.13,B,B1,DEAN,8 years,MORTGAGE,140000.0,Source Verified,2015-12-01,Fully Paid,other,Other,SC,6.78,0.0,1985-11-01,,7.0,0.0,4110.0,6.8,16.0,w,0.0,0.0,2091.18,2091.18,2000.0,76.18,2016-06-01,,,2016-06-01,0,0,Élevé,0.0142857142857142,30.0807665982204,20+ ans,Risque modéré,2015,12,4,Hiver,5-10%
68366850,16000.0,, 36 months,5.32,481.84,A,A1,MARKETING MANAGER,8 years,MORTGAGE,96000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,MN,14.45,0.0,1990-09-01,,23.0,0.0,21922.0,29.8,38.0,w,0.0,0.0,16700.539229686998,16700.54,16000.0,700.54,2016-12-01,,,2016-12-01,0,0,Moyen,0.1666666666666666,25.24845995893224,20+ ans,Faible risque,2015,12,4,Hiver,5-10%
68396912,3500.0,, 36 months,10.78,114.23,B,B4,ACCOUNT MANAGER,8 years,MORTGAGE,122400.0,Source Verified,2015-12-01,Fully Paid,vacation,Vacation,CA,17.97,0.0,1997-03-01,,16.0,3.0,27242.0,58.6,30.0,w,0.0,0.0,3898.8609218097,3898.86,3500.0,398.86,2017-04-01,,,2019-03-01,0,0,Élevé,0.02859477124183,18.751540041067763,10-20 ans,Risque modéré,2015,12,4,Hiver,10-15%
68396542,14000.0,, 60 months,9.17,291.78,B,B2,TAX ACCOUNTANT,4 years,RENT,94000.0,Source Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,NC,32.3,0.0,1993-03-01,,11.0,0.0,91534.0,45.7,45.0,w,5887.54,5887.54,11098.33,11098.33,8112.46,2985.87,2019-03-01,,2019-04-01,2019-03-01,0,0,Moyen,0.1489361702127659,22.751540041067763,20+ ans,Risque modéré,2015,12,4,Hiver,5-10%
68487142,24000.0,, 36 months,11.48,791.2,B,B5,SENIOR BUSINESS ANALYST,3 years,OWN,95000.0,Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,IL,26.89,0.0,2008-10-01,,9.0,0.0,18255.0,102.0,12.0,w,0.0,0.0,28466.974940296,28466.97,24000.0,4466.97,2019-01-01,,,2019-01-01,0,0,Moyen,0.2526315789473684,7.1649555099247095,5-10 ans,Risque modéré,2015,12,4,Hiver,10-15%
68566731,6000.0,, 36 months,5.32,180.69,A,A1,DIRECTOR OF RISK MANAGEMENT,2 years,OWN,120000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,NY,3.98,0.0,2000-09-01,,14.0,0.0,7763.0,19.4,21.0,w,0.0,0.0,6269.1994462824,6269.2,6000.0,269.2,2016-12-01,,,2018-04-01,0,0,Élevé,0.05,15.247091033538672,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68496845,24000.0,, 36 months,7.91,751.08,A,A5,REGISTERED NURSE,9 years,MORTGAGE,100000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,MI,26.83,1.0,1993-05-01,,21.0,0.0,35994.0,56.4,39.0,w,0.0,0.0,27012.377179326,27012.38,24000.0,3012.38,2019-01-01,,,2018-12-01,0,0,Moyen,0.24,22.584531143052704,20+ ans,Faible risque,2015,12,4,Hiver,5-10%
68614704,14875.0,, 60 months,18.49,381.71,D,D5,CASE MANAGER,3 years,RENT,37231.0,Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,TN,36.3,1.0,2000-06-01,,24.0,1.0,4665.0,27.9,49.0,w,0.0,0.0,4813.11,4813.11,1460.31,1936.88,2016-10-01,,,2017-04-01,0,0,Faible,0.399532647524912,15.498973305954824,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68340647,10000.0,, 36 months,11.99,332.1,C,C1,OWNER,7 years,RENT,45000.0,Not Verified,2015-12-01,Fully Paid,other,Debt consolidation,MD,37.55,0.0,1986-06-01,,19.0,1.0,8339.0,24.4,40.0,w,0.0,0.0,10972.8619398434,10972.86,10000.0,972.86,2016-12-01,,,2019-03-01,0,0,Faible,0.2222222222222222,29.50034223134839,20+ ans,Risque moyen,2015,12,4,Hiver,10-15%
68587491,15000.0,, 36 months,6.99,463.09,A,A3,PURCHASING MANAGER,2 years,MORTGAGE,93000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,MA,14.86,0.0,1993-10-01,,8.0,0.0,14914.0,43.2,17.0,w,0.0,0.0,16162.6187267168,16162.62,15000.0,1162.62,2017-05-01,,,2017-06-01,0,0,Moyen,0.1612903225806451,22.16563997262149,20+ ans,Faible risque,2015,12,4,Hiver,5-10%
68526879,10000.0,, 36 months,5.32,301.15,A,A1,SCIENCE TEACHER,10+ years,RENT,68000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,IN,14.61,0.0,1987-10-01,,11.0,0.0,15206.0,46.6,32.0,w,0.0,0.0,10740.2139665894,10740.21,10000.0,740.21,2018-01-01,,,2017-10-01,0,0,Moyen,0.1470588235294117,28.16700889801506,20+ ans,Faible risque,2015,12,4,Hiver,5-10%
68407273,18000.0,, 60 months,9.17,375.14,B,B2,TEACHER,10+ years,OWN,97000.0,Not Verified,2015-12-01,Current,major_purchase,Major purchase,NY,22.22,1.0,1998-11-01,,13.0,0.0,21040.0,52.9,24.0,w,7571.84,7571.84,14235.11,14235.11,10428.16,3806.95,2019-03-01,,2019-04-01,2019-03-01,0,0,Moyen,0.1855670103092783,17.08145106091718,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
67415657,24000.0,, 60 months,19.48,628.93,E,E2,FSM,10+ years,RENT,97000.0,Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,CO,7.23,0.0,1997-08-01,,14.0,0.0,16424.0,52.5,38.0,w,0.0,0.0,29546.321064427404,29546.32,24000.0,5546.32,2017-04-01,,,2019-03-01,0,0,Moyen,0.2474226804123711,18.33264887063655,10-20 ans,Risque très élevé,2015,12,4,Hiver,15-20%
68535544,23525.0,, 60 months,17.97,597.0,D,D4,EXECUTIVE ASSISTANT,5 years,MORTGAGE,70000.0,Not Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,NJ,13.33,0.0,1998-05-01,,13.0,1.0,28738.0,90.9,22.0,w,0.0,0.0,29630.9650625761,29630.97,23525.0,6105.97,2017-08-01,,,2019-03-01,0,0,Moyen,0.3360714285714286,17.585215605749486,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68416810,12000.0,, 60 months,9.17,250.1,B,B2,FINANCIAL PLANNER,10+ years,OWN,68000.0,Not Verified,2015-12-01,Current,credit_card,Credit card refinancing,TX,14.53,0.0,1999-05-01,,20.0,0.0,34714.0,29.6,56.0,w,5046.34,5046.34,9509.91,9509.91,6953.66,2556.25,2019-03-01,,2019-04-01,2019-03-01,0,0,Moyen,0.1764705882352941,16.58590006844627,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
68394924,11000.0,, 36 months,10.78,358.99,B,B4,PHYSICIAN,10+ years,RENT,297000.0,Verified,2015-12-01,Fully Paid,other,Other,MD,12.69,1.0,1992-04-01,,12.0,0.0,34746.0,61.9,33.0,w,0.0,0.0,12891.2170295487,12891.22,11000.0,1891.22,2018-10-01,,,2019-03-01,0,0,Très élevé,0.037037037037037,23.66598220396988,20+ ans,Risque modéré,2015,12,4,Hiver,10-15%
68547122,24000.0,, 36 months,9.17,765.1,B,B2,NURSE ANESTHETI,2 years,MORTGAGE,210000.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,Debt consolidation,MN,20.16,0.0,2002-08-01,,18.0,0.0,16417.0,65.1,35.0,w,0.0,0.0,27512.777716584,27512.78,24000.0,3512.78,2019-01-01,,,2019-02-01,0,0,Très élevé,0.1142857142857142,13.333333333333334,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
68386904,15000.0,, 60 months,16.59,369.49,D,D2,REVENUE CONTROL SPECIALIST,8 years,RENT,42900.0,Verified,2015-12-01,Current,debt_consolidation,Debt consolidation,MA,36.98,0.0,2000-11-01,,10.0,0.0,19015.0,75.2,32.0,w,6967.81,6967.81,14006.06,14006.06,8032.19,5973.87,2019-02-01,,2019-04-01,2019-03-01,0,0,Faible,0.3496503496503496,15.080082135523616,10-20 ans,Risque élevé,2015,12,4,Hiver,15-20%
68526818,16000.0,, 36 months,8.49,505.01,B,B1,ENGINEER,10+ years,MORTGAGE,140000.0,Not Verified,2015-12-01,Fully Paid,credit_card,Credit card refinancing,TX,14.68,2.0,2000-02-01,,19.0,0.0,28430.0,77.3,25.0,w,0.0,0.0,18216.560618575,18216.56,16000.0,2216.56,2019-01-01,,,2019-01-01,0,0,Élevé,0.1142857142857142,15.83025325119781,10-20 ans,Risque modéré,2015,12,4,Hiver,5-10%
68446558,15000.0,, 60 months,7.91,303.51,A,A5,HUMAN RESOURCES,5 years,RENT,90000.0,Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,NY,17.07,0.0,2001-08-01,,20.0,0.0,20125.0,62.0,25.0,w,0.0,0.0,11803.19,11803.19,9516.48,2271.53,2018-05-01,,,2018-08-01,0,0,Moyen,0.1666666666666666,14.33264887063655,10-20 ans,Faible risque,2015,12,4,Hiver,5-10%
68506619,5000.0,, 36 months,11.99,166.05,C,C1,RN,8 years,MORTGAGE,60000.0,Not Verified,2015-12-01,Charged Off,debt_consolidation,Debt consolidation,GA,19.56,0.0,2009-03-01,,13.0,0.0,15996.0,50.8,19.0,w,0.0,0.0,1320.07,1320.07,961.87,358.2,2016-09-01,,,2017-05-01,0,0,Faible,0.0833333333333333,6.751540041067762,5-10 ans,Risque moyen,2015,12,4,Hiver,10-15%
